"","Agency.Name","Fiscal.Year","Title.Description","job_count","female","male","base_diff","percent_diff"
"61","BOARD OF ELECTION",2017,"TRAINER ASSISTANT",11,26.995,27.3475,0.352499999999999,0.0128896608465124
"62","BOARD OF ELECTION",2018,"COMMISSIONER",10,300,300,0,0
"63","BOARD OF ELECTION",2018,"FINANCIAL CLERK",71,19.508,19.3048387096774,-0.20316129032258,-0.0105238532876597
"64","BOARD OF ELECTION",2018,"TEMPORARY CLERK",231,14.5025287356322,14.5435135135135,0.040984777881329,0.00281807954063142
"65","BOARD OF ELECTION",2018,"TRAINER ASSISTANT",11,27.7883333333333,27.0125,-0.775833333333335,-0.0287212710165048
"66","BOARD OF ELECTION",2019,"COMMISSIONER",13,300,300,0,0
"67","BOARD OF ELECTION",2019,"FINANCIAL CLERK",78,20.1858620689655,20.0321052631579,-0.153756805807621,-0.00767551906241244
"68","BOARD OF ELECTION",2019,"TEMPORARY CLERK",360,15.094,15.0947530864198,0.000753086419752691,4.9890608706294e-05
"69","BOARD OF ELECTION",2019,"TRAINER ASSISTANT",11,28.6766666666667,28.1675,-0.509166666666669,-0.0180763882725364
"70","BOARD OF ELECTION",2020,"COMMISSIONER",10,300,300,0,0
"71","BOARD OF ELECTION",2020,"FINANCIAL CLERK",41,20.8715384615385,20.7284210526316,-0.143117408906885,-0.00690440475632445
"72","BOARD OF ELECTION",2020,"TEMPORARY CLERK",218,15.448829787234,15.4373333333333,-0.0114964539007083,-0.000744717604554433
"73","BOARD OF ELECTION",2021,"COMMISSIONER",10,300,300,0,0
"74","BOARD OF ELECTION",2021,"FINANCIAL CLERK",49,20.6828571428571,20.7769565217391,0.0940993788819853,0.00452902612485752
"75","BOARD OF ELECTION",2021,"TEMPORARY CLERK",204,15.45,15.45,0,0
"76","BOARD OF ELECTION",2022,"COMMISSIONER",13,300,300,0,0
"77","BOARD OF ELECTION",2022,"FINANCIAL CLERK",45,20.8009090909091,20.8878947368421,0.0869856459330158,0.00416440464819034
"78","BOARD OF ELECTION",2022,"TEMPORARY CLERK",158,15.45,15.45,0,0
"79","BOARD OF ELECTION POLL WORKERS",2014,"ELECTION TRAINER",552,1,1,0,0
"80","BOARD OF ELECTION POLL WORKERS",2014,"ELECTION WORKER",32688,1.00051405952809,1.02415515038904,0.0236410908609428,0.0230835053184691
"81","BOARD OF ELECTION POLL WORKERS",2015,"ELECTION TRAINER",531,1,1,0,0
"82","BOARD OF ELECTION POLL WORKERS",2015,"ELECTION WORKER",32258,1.00516135759345,1.03604978863316,0.0308884310397068,0.0298136550758409
"83","BOARD OF ELECTION POLL WORKERS",2016,"ELECTION TRAINER",474,1,1,0,0
"84","BOARD OF ELECTION POLL WORKERS",2016,"ELECTION WORKER",28852,1.00058251296091,1.01331360946746,0.012731096506543,0.0125638266254352
"85","BOARD OF ELECTION POLL WORKERS",2017,"ELECTION TRAINER",429,1,1,0,0
"86","BOARD OF ELECTION POLL WORKERS",2017,"ELECTION WORKER",38512,1.0005298013245,1.00990891802622,0.00937911670171943,0.0092870916716431
"87","BOARD OF ELECTION POLL WORKERS",2018,"ELECTION TRAINER",371,1,1,0,0
"88","BOARD OF ELECTION POLL WORKERS",2018,"ELECTION WORKER",32532,1.01032379164711,1,-0.0103237916471111,-0.0103237916471111
"89","BOARD OF ELECTION POLL WORKERS",2019,"ELECTION TRAINER",376,1,1,0,0
"90","BOARD OF ELECTION POLL WORKERS",2019,"ELECTION WORKER",36626,1.0139175257732,1,-0.0139175257731967,-0.0139175257731967
"91","BOARD OF ELECTION POLL WORKERS",2020,"ELECTION TRAINER",341,1,1,0,0
"92","BOARD OF ELECTION POLL WORKERS",2020,"ELECTION WORKER",30683,1.01107940238375,1.01218461538462,0.0011052130008673,0.00109190851556989
"93","BOARD OF ELECTION POLL WORKERS",2021,"ELECTION TRAINER",267,1,1,0,0
"94","BOARD OF ELECTION POLL WORKERS",2021,"ELECTION WORKER",43348,1.00829809303439,1.00912008106739,0.000821988032998044,0.000814559187176807
"95","BOARD OF ELECTION POLL WORKERS",2022,"ELECTION TRAINER",243,1,1,0,0
"96","BOARD OF ELECTION POLL WORKERS",2022,"ELECTION WORKER",35460,1.00050020008003,1,-0.000500200080031821,-0.000500200080031821
"97","BOROUGH PRESIDENT-STATEN IS",2014,"COLLEGE AIDE",15,9.636,9.60111111111111,-0.0348888888888883,-0.0036338386760791
"98","BRONX DISTRICT ATTORNEY",2019,"COLLEGE AIDE",15,16,16,0,0
"99","BRONX DISTRICT ATTORNEY",2019,"STUDENT LEGAL ASSISTANT",37,18.7069565217391,18.83,0.123043478260868,0.00653443856935041
"100","BRONX DISTRICT ATTORNEY",2020,"COLLEGE AIDE",14,16,16,0,0
"101","BRONX DISTRICT ATTORNEY",2020,"STUDENT LEGAL ASSISTANT",37,18.83,18.83,0,0
"102","BRONX DISTRICT ATTORNEY",2021,"STUDENT LEGAL ASSISTANT",40,20.26,20.26,0,0
"103","BRONX DISTRICT ATTORNEY",2022,"COLLEGE AIDE",18,16,16,0,0
"104","BRONX DISTRICT ATTORNEY",2022,"STUDENT LEGAL ASSISTANT",28,18.83,18.83,0,0
"105","CAMPAIGN FINANCE BOARD",2014,"COLLEGE AIDE",13,9.75666666666667,11.688,1.93133333333333,0.165240702715035
"106","CAMPAIGN FINANCE BOARD",2015,"COLLEGE AIDE",12,8.494,10.995,2.501,0.227467030468395
"107","CAMPAIGN FINANCE BOARD",2017,"COLLEGE AIDE",11,11.77,11.72,-0.0499999999999989,-0.00426621160409547
"108","CAMPAIGN FINANCE BOARD",2018,"COLLEGE AIDE",11,14.475,13.325,-1.15,-0.0863039399624767
"109","CAMPAIGN FINANCE BOARD",2019,"COLLEGE AIDE",13,16.7444444444444,16.225,-0.519444444444442,-0.0320150659133709
"110","CITY CLERK",2014,"COLLEGE AIDE",20,9.75,9.375,-0.375,-0.04
"111","CITY CLERK",2015,"COLLEGE AIDE",15,9.4375,9.96875,0.53125,0.0532915360501567
"112","CITY CLERK",2016,"COLLEGE AIDE",12,9.625,10,0.375,0.0375
"113","CITY CLERK",2017,"COLLEGE AIDE",11,11.25,11.5,0.25,0.0217391304347826
"114","CITY CLERK",2018,"COLLEGE AIDE",12,13.4,13.75,0.35,0.0254545454545454
"115","CITY CLERK",2019,"COLLEGE AIDE",12,15.25,15.0416666666667,-0.208333333333334,-0.0138504155124654
"116","CITY CLERK",2020,"COLLEGE AIDE",11,15.75,15.3333333333333,-0.416666666666666,-0.0271739130434782
"117","CITY COUNCIL",2014,"COUNCIL MEMBER",56,1,1,0,0
"118","CITY COUNCIL",2014,"LEGISLATIVE CLERK",29,11.9,13.6923076923077,1.79230769230769,0.130898876404494
"119","CITY COUNCIL",2014,"LEGISLATIVE INTERN",42,11.3838095238095,11.1488235294118,-0.234985994397759,-0.0210772009959473
"120","CITY COUNCIL",2015,"COUNCIL MEMBER",38,1,1,0,0
"121","CITY COUNCIL",2015,"LEGISLATIVE CLERK",14,12.646,13.31,0.664,0.0498873027798647
"122","CITY COUNCIL",2015,"LEGISLATIVE INTERN",61,13.065,12.35,-0.715,-0.0578947368421053
"123","CITY COUNCIL",2016,"COUNCIL MEMBER",37,1,1,0,0
"124","CITY COUNCIL",2016,"LEGISLATIVE CLERK",19,14.5214285714286,14.7816666666667,0.260238095238094,0.017605463653496
"125","CITY COUNCIL",2016,"LEGISLATIVE INTERN",30,14.025,13.1111111111111,-0.91388888888889,-0.0697033898305085
"126","CITY COUNCIL",2017,"LEGISLATIVE CLERK",13,15.87,15.3757142857143,-0.494285714285715,-0.0321471708631423
"127","CITY COUNCIL",2017,"LEGISLATIVE INTERN",25,16.4,16.5555555555556,0.155555555555559,0.0093959731543626
"128","CITY COUNCIL",2018,"LEGISLATIVE INTERN",29,16.0909090909091,15.5714285714286,-0.519480519480519,-0.0333611342785654
"129","CITY COUNCIL",2019,"LEGISLATIVE INTERN",50,15.5416666666667,15.5494117647059,0.00774509803921575,0.000498095886610682
"130","CITY COUNCIL",2020,"LEGISLATIVE INTERN",42,15.49,15.5923076923077,0.102307692307692,0.00656142081894422
"131","CITY COUNCIL",2021,"LEGISLATIVE ASSISTANT",10,22.6775,26.74,4.0625,0.151925953627524
"132","CIVILIAN COMPLAINT REVIEW BD",2014,"MEMBER, CIVILIAN COMPLAINT REVIEW BOARD",12,315,318.444444444444,3.44444444444446,0.0108164689462666
"133","CIVILIAN COMPLAINT REVIEW BD",2015,"MEMBER, CIVILIAN COMPLAINT REVIEW BOARD",15,315,318.875,3.875,0.0121520972167777
"134","CIVILIAN COMPLAINT REVIEW BD",2017,"MEMBER, CIVILIAN COMPLAINT REVIEW BOARD",11,325.333333333333,315,-10.3333333333333,-0.0328042328042327
"135","CIVILIAN COMPLAINT REVIEW BD",2018,"MEMBER, CIVILIAN COMPLAINT REVIEW BOARD",10,315,315,0,0
"136","CIVILIAN COMPLAINT REVIEW BD",2019,"MEMBER, CIVILIAN COMPLAINT REVIEW BOARD",11,315,319.428571428571,4.42857142857144,0.0138640429338104
"137","CIVILIAN COMPLAINT REVIEW BD",2020,"MEMBER, CIVILIAN COMPLAINT REVIEW BOARD",12,315,319.428571428571,4.42857142857144,0.0138640429338104
"138","CIVILIAN COMPLAINT REVIEW BD",2022,"MEMBER, CIVILIAN COMPLAINT REVIEW BOARD",10,346,319.428571428571,-26.5714285714286,-0.0831842576028622
"139","COMMUNITY COLLEGE (BRONX)",2014,"ADJUNCT ASSISTANT PROFESSOR",43,75.626,79.3317647058824,3.70576470588236,0.0467122434452486
"140","COMMUNITY COLLEGE (BRONX)",2014,"ADJUNCT ASSOCIATE PROFESSOR",15,82.68,83.023,0.342999999999989,0.00413138527877804
"141","COMMUNITY COLLEGE (BRONX)",2014,"ADJUNCT COLLEGE LAB TECH",46,27.8663636363636,26.3907407407407,-1.47562289562289,-0.0559144174890438
"142","COMMUNITY COLLEGE (BRONX)",2014,"ADJUNCT LECTURER",168,69.9282456140351,72.6659340659341,2.73768845189898,0.0376749915498906
"143","COMMUNITY COLLEGE (BRONX)",2014,"ASSISTANT PROFESSOR",28,73.53,76.5608333333333,3.03083333333333,0.039587256321226
"144","COMMUNITY COLLEGE (BRONX)",2014,"ASSOCIATE PROFESSOR",10,80.3716666666667,83.5666666666667,3.19499999999999,0.0382329477463103
"145","COMMUNITY COLLEGE (BRONX)",2014,"CAMPUS SECURITY ASSISTANT",11,11.47,11.47,0,0
"146","COMMUNITY COLLEGE (BRONX)",2014,"COLLEGE ASSISTANT",440,13.224375,13.3151533742331,0.0907783742331283,0.00681767394499551
"147","COMMUNITY COLLEGE (BRONX)",2014,"CONTINUING EDUCATION TEACHER",78,39.2107317073171,38.191724137931,-1.01900756938604,-0.0266813712234057
"148","COMMUNITY COLLEGE (BRONX)",2014,"EOC ADJUNCT LECTURER",15,64.84,65.485,0.644999999999996,0.0098495838741696
"149","COMMUNITY COLLEGE (BRONX)",2014,"IT SUPPORT ASSISTANT",11,19.3833333333333,19.4942857142857,0.11095238095238,0.00569153353852162
"150","COMMUNITY COLLEGE (BRONX)",2014,"NON-TEACHING ADJUNCT II",237,41.1349514563107,41.5998058252427,0.464854368932045,0.011174436027054
"151","COMMUNITY COLLEGE (BRONX)",2014,"NON-TEACHING ADJUNCT III",61,45.0903703703704,47.4309090909091,2.34053872053872,0.0493462757808985
"152","COMMUNITY COLLEGE (BRONX)",2014,"NON-TEACHING ADJUNCT IV",30,48.2790909090909,49.315,1.03590909090909,0.0210059635183836
"153","COMMUNITY COLLEGE (BRONX)",2014,"NON-TEACHING ADJUNCT V",35,53.5684615384615,54.453,0.884538461538462,0.0162440721638562
"154","COMMUNITY COLLEGE (BRONX)",2014,"PROFESSOR",21,88.82,94.9325,6.11250000000001,0.0643878545282175
"155","COMMUNITY COLLEGE (BRONX)",2014,"STUDENT AIDE",75,7.63888888888889,7.725,0.0861111111111104,0.0111470693994965
"156","COMMUNITY COLLEGE (BRONX)",2015,"ADJUNCT ASSISTANT PROFESSOR",45,77.03875,78.8604,1.82164999999999,0.023099679940756
"157","COMMUNITY COLLEGE (BRONX)",2015,"ADJUNCT COLLEGE LAB TECH",54,27.7382352941176,26.3907407407407,-1.3474945533769,-0.0510593683828172
"158","COMMUNITY COLLEGE (BRONX)",2015,"ADJUNCT LECTURER",140,71.0198076923077,71.7187142857143,0.69890659340659,0.00974510768029491
"159","COMMUNITY COLLEGE (BRONX)",2015,"ASSISTANT PROFESSOR",23,75.9171428571429,73.9514285714286,-1.96571428571428,-0.0265811536529768
"160","COMMUNITY COLLEGE (BRONX)",2015,"ASSOCIATE PROFESSOR",16,80.2171428571429,80.89375,0.676607142857151,0.00836414609110284
"161","COMMUNITY COLLEGE (BRONX)",2015,"CAMPUS SECURITY ASSISTANT",19,11.47,11.4958333333333,0.0258333333333329,0.00224719101123592
"162","COMMUNITY COLLEGE (BRONX)",2015,"COLLEGE ASSISTANT",449,13.6751851851852,13.7663522012579,0.0911670160726761,0.00662245268316947
"163","COMMUNITY COLLEGE (BRONX)",2015,"CONTINUING EDUCATION TEACHER",66,36.90875,38.7177777777778,1.80902777777778,0.0467234402800896
"164","COMMUNITY COLLEGE (BRONX)",2015,"EOC ADJUNCT LECTURER",14,64.84,64.84,0,0
"165","COMMUNITY COLLEGE (BRONX)",2015,"IT SUPPORT ASSISTANT",17,19.5775,19.1891666666667,-0.388333333333335,-0.020237112954358
"166","COMMUNITY COLLEGE (BRONX)",2015,"LECTURER",10,69.56,66.775,-2.785,-0.041707225758143
"167","COMMUNITY COLLEGE (BRONX)",2015,"NON-TEACHING ADJUNCT II",225,41.8025263157895,41.908,0.10547368421053,0.00251679116661568
"168","COMMUNITY COLLEGE (BRONX)",2015,"NON-TEACHING ADJUNCT III",66,45.3235294117647,46.9505555555556,1.62702614379085,0.0346540338988242
"169","COMMUNITY COLLEGE (BRONX)",2015,"NON-TEACHING ADJUNCT IV",43,47.7110526315789,49.2945454545455,1.58349282296651,0.0321230839713626
"170","COMMUNITY COLLEGE (BRONX)",2015,"NON-TEACHING ADJUNCT V",46,55.6908695652174,55.6731818181818,-0.0176877470355734,-0.000317706774750872
"171","COMMUNITY COLLEGE (BRONX)",2015,"PROFESSOR",18,92.715,96.5569230769231,3.84192307692308,0.0397892036582646
"172","COMMUNITY COLLEGE (BRONX)",2015,"STUDENT AIDE",73,8.75,8.75,0,0
"173","COMMUNITY COLLEGE (BRONX)",2016,"ADJUNCT ASSISTANT PROFESSOR",39,76.9526666666667,78.245,1.29233333333333,0.0165164973267727
"174","COMMUNITY COLLEGE (BRONX)",2016,"ADJUNCT COLLEGE LAB TECH",58,26.3613333333333,26.7703571428571,0.409023809523809,0.0152789821720008
"175","COMMUNITY COLLEGE (BRONX)",2016,"ADJUNCT LECTURER",117,70.0161363636364,71.6844827586207,1.66834639498433,0.0232734663176975
"176","COMMUNITY COLLEGE (BRONX)",2016,"ASSISTANT PROFESSOR",20,72.26,73.53,1.27,0.0172718618251053
"177","COMMUNITY COLLEGE (BRONX)",2016,"ASSOCIATE PROFESSOR",23,80.4563636363636,80.7155555555556,0.259191919191906,0.0032111767974329
"178","COMMUNITY COLLEGE (BRONX)",2016,"CAMPUS SECURITY ASSISTANT",12,11.47,11.6028571428571,0.132857142857143,0.0114503816793893
"179","COMMUNITY COLLEGE (BRONX)",2016,"COLLEGE ASSISTANT",516,13.7632327586207,13.9626262626263,0.199393504005572,0.0142805157321505
"180","COMMUNITY COLLEGE (BRONX)",2016,"CONTINUING EDUCATION TEACHER",88,39.1908333333333,37.3456666666667,-1.84516666666666,-0.0494077849281933
"181","COMMUNITY COLLEGE (BRONX)",2016,"EOC ADJUNCT LECTURER",15,64.84,64.84,0,0
"182","COMMUNITY COLLEGE (BRONX)",2016,"IT SUPPORT ASSISTANT",21,20.16,19.6223076923077,-0.537692307692307,-0.0274020933788074
"183","COMMUNITY COLLEGE (BRONX)",2016,"LECTURER",10,65.872,67.47,1.598,0.0236846005632133
"184","COMMUNITY COLLEGE (BRONX)",2016,"NON-TEACHING ADJUNCT II",184,42.0187804878049,41.4727397260274,-0.546040761777476,-0.0131662572905641
"185","COMMUNITY COLLEGE (BRONX)",2016,"NON-TEACHING ADJUNCT III",70,45.0560606060606,46.9304,1.87433939393939,0.0399387048467389
"186","COMMUNITY COLLEGE (BRONX)",2016,"NON-TEACHING ADJUNCT IV",35,48.0335294117647,48.4158333333333,0.382303921568628,0.00789625821240217
"187","COMMUNITY COLLEGE (BRONX)",2016,"NON-TEACHING ADJUNCT V",31,55.2935714285714,56.350625,1.05705357142858,0.0187585066080203
"188","COMMUNITY COLLEGE (BRONX)",2016,"PROFESSOR",19,89.6616666666667,94.95,5.28833333333334,0.0556959803405302
"189","COMMUNITY COLLEGE (BRONX)",2016,"STUDENT AIDE",77,8.83958333333333,9,0.160416666666666,0.017824074074074
"190","COMMUNITY COLLEGE (BRONX)",2017,"ADJUNCT ASSISTANT PROFESSOR",87,83.77825,85.5291666666667,1.75091666666667,0.0204715740244556
"191","COMMUNITY COLLEGE (BRONX)",2017,"ADJUNCT ASSOCIATE PROFESSOR",21,85.42,91.5933333333333,6.17333333333333,0.0673993740446903
"192","COMMUNITY COLLEGE (BRONX)",2017,"ADJUNCT COLLEGE LAB TECH",108,29.29,28.5338596491228,-0.756140350877192,-0.0264997571367965
"193","COMMUNITY COLLEGE (BRONX)",2017,"ADJUNCT LECTURER",277,75.5260952380952,77.1298571428571,1.60376190476191,0.0207930101801107
"194","COMMUNITY COLLEGE (BRONX)",2017,"ADJUNCT PROFESSOR",11,107.416,98.868,-8.548,-0.086458712626937
"195","COMMUNITY COLLEGE (BRONX)",2017,"ASSISTANT PROFESSOR",43,81.7166666666667,81.8152380952381,0.0985714285714323,0.00120480525225251
"196","COMMUNITY COLLEGE (BRONX)",2017,"ASSOCIATE PROFESSOR",28,87.8590909090909,86.8366666666667,-1.02242424242424,-0.0117741074326233
"197","COMMUNITY COLLEGE (BRONX)",2017,"CAMPUS SECURITY ASSISTANT",28,12.422,12.4227777777778,0.000777777777777544,6.26090067528098e-05
"198","COMMUNITY COLLEGE (BRONX)",2017,"COLLEGE ASSISTANT",1044,13.9572368421053,13.9073645320197,-0.0498723100855596,-0.00358603601500024
"199","COMMUNITY COLLEGE (BRONX)",2017,"CONTINUING EDUCATION TEACHER",161,40.9146511627907,40.58,-0.334651162790699,-0.00824670189232871
"200","COMMUNITY COLLEGE (BRONX)",2017,"EOC ADJUNCT LECTURER",28,71.3084615384615,71.6355555555556,0.327094017094012,0.00456608474042392
"201","COMMUNITY COLLEGE (BRONX)",2017,"IT SUPPORT ASSISTANT",41,21.5015384615385,20.8176,-0.683938461538464,-0.0328538573869449
"202","COMMUNITY COLLEGE (BRONX)",2017,"LECTURER",16,74.1428571428571,78.0983333333333,3.95547619047619,0.0506473828781176
"203","COMMUNITY COLLEGE (BRONX)",2017,"NON-TEACHING ADJUNCT II",452,44.6501058201058,44.960202020202,0.310096200096197,0.0068971264843708
"204","COMMUNITY COLLEGE (BRONX)",2017,"NON-TEACHING ADJUNCT III",140,49.36546875,50.6406,1.27513125,0.0251800186016754
"205","COMMUNITY COLLEGE (BRONX)",2017,"NON-TEACHING ADJUNCT IV",69,52.5778125,53.1662962962963,0.588483796296295,0.0110687378525799
