"","Agency.Name","Fiscal.Year","Title.Description","job_count","female","male","base_diff","percent_diff"
"29","ADMIN FOR CHILDREN'S SVCS",2014,"EXECUTIVE AGENCY COUNSEL",44,101779.192307692,122131.538461538,20352.3461538462,0.166642837797835
"30","ADMIN FOR CHILDREN'S SVCS",2014,"INSTITUTIONAL AIDE",27,32376.8571428571,33282.1875,905.330357142859,0.0272016482433091
"31","ADMIN FOR CHILDREN'S SVCS",2014,"JUVENILE COUNSELOR",373,39135.9871794872,38837.5897435897,-298.39743589743,-0.00768321200845584
"32","ADMIN FOR CHILDREN'S SVCS",2014,"MOTOR VEHICLE OPERATOR",22,42095,41918.8947368421,-176.105263157893,-0.00420109509717383
"33","ADMIN FOR CHILDREN'S SVCS",2014,"PARALEGAL AIDE",17,38317.4545454545,35444.75,-2872.70454545454,-0.0810473919396961
"34","ADMIN FOR CHILDREN'S SVCS",2014,"PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR",294,50206.2079646018,50310.8787878788,104.670823277011,0.00208048091782147
"35","ADMIN FOR CHILDREN'S SVCS",2014,"PROCUREMENT ANALYST",13,52385.25,57183.8571428571,4798.60714285714,0.083915415689243
"36","ADMIN FOR CHILDREN'S SVCS",2014,"PROGRAM EVALUATOR",84,67527.9365079365,70520.4285714286,2992.49206349206,0.0424343998485634
"37","ADMIN FOR CHILDREN'S SVCS",2014,"PROTECTION AGENT",119,56898.8235294118,57852.1030927835,953.27956337174,0.0164778722364313
"38","ADMIN FOR CHILDREN'S SVCS",2014,"SPECIAL OFFICER",86,37539.0454545455,38162.1132075472,623.067753001713,0.0163268671630713
"39","ADMIN FOR CHILDREN'S SVCS",2014,"STAFF ANALYST",41,57821.8461538462,59373.6,1551.75384615384,0.0261354178650754
"40","ADMIN FOR CHILDREN'S SVCS",2014,"SUPERVISING SPECIAL OFFICER",21,47093,48189.7692307692,1096.76923076923,0.0227593791851766
"41","ADMIN FOR CHILDREN'S SVCS",2014,"SUPERVISOR I",19,50114.7857142857,49646,-468.785714285717,-0.009442567664781
"42","ADMIN FOR CHILDREN'S SVCS",2014,"SUPERVISOR II",31,58308.5238095238,59501.8888888889,1193.36507936508,0.0200559192598661
"43","ADMIN FOR CHILDREN'S SVCS",2014,"SUPERVISOR III",11,67573.6666666667,64457,-3116.66666666667,-0.0483526485357164
"44","ADMIN FOR CHILDREN'S SVCS",2014,"SUPERVISOR OF CHILD CARE",11,58640.8333333333,58323.25,-317.583333333336,-0.00544522696066038
"45","ADMIN FOR CHILDREN'S SVCS",2015,"ACCOUNTANT",13,56039.6,60790.4,4750.8,0.0781504974469654
"46","ADMIN FOR CHILDREN'S SVCS",2015,"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",24,74149.8,73253.1428571429,-896.657142857148,-0.0122405279539445
"47","ADMIN FOR CHILDREN'S SVCS",2015,"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",265,91859.4121212121,98405.453125,6546.04100378788,0.0665211204858001
"48","ADMIN FOR CHILDREN'S SVCS",2015,"ADMINISTRATIVE STAFF ANALYST",277,80870.4533333333,83767.8351648352,2897.38183150183,0.0345882381441572
"49","ADMIN FOR CHILDREN'S SVCS",2015,"AGENCY ATTORNEY",348,70750.3561643836,73695.7875,2945.43133561645,0.0399674314575504
"50","ADMIN FOR CHILDREN'S SVCS",2015,"AGENCY ATTORNEY INTERN",56,54563.1290322581,54669.0666666667,105.937634408598,0.00193779848217513
"51","ADMIN FOR CHILDREN'S SVCS",2015,"ASSOCIATE JUVENILE COUNSELOR",59,53322.9285714286,55140.1612903226,1817.23271889401,0.0329566086926363
"52","ADMIN FOR CHILDREN'S SVCS",2015,"ASSOCIATE STAFF ANALYST",86,71195.9393939394,71131.8157894737,-64.1236044657126,-0.000901475714545189
"53","ADMIN FOR CHILDREN'S SVCS",2015,"ATTORNEY AT LAW",18,82768.4285714286,82355.5555555556,-412.873015873003,-0.00501329889754051
"54","ADMIN FOR CHILDREN'S SVCS",2015,"BOOKKEEPER",10,39435.2,42266.6666666667,2831.46666666667,0.0669905362776025
"55","ADMIN FOR CHILDREN'S SVCS",2015,"CASEWORKER",73,41664.6222222222,41734.6,69.9777777777781,0.00167673292131177
"56","ADMIN FOR CHILDREN'S SVCS",2015,"CHILD AND FAMILY SPECIALIST",239,77647.7352941177,77548.947368421,-98.7879256965971,-0.00127387835746207
"57","ADMIN FOR CHILDREN'S SVCS",2015,"CHILD PROTECTIVE SPECIALIST",2628,50788.5479910714,50587.5844504021,-200.963540669283,-0.00397258621562204
"58","ADMIN FOR CHILDREN'S SVCS",2015,"CHILD PROTECTIVE SPECIALIST SUPERVISOR",567,73481.5283505155,72208.3490566038,-1273.17929391169,-0.0176320233123409
"59","ADMIN FOR CHILDREN'S SVCS",2015,"CHILD WELFARE SPECIALIST",261,53185.78,52815.0273972603,-370.752602739725,-0.00701983168447542
"60","ADMIN FOR CHILDREN'S SVCS",2015,"CHILD WELFARE SPECIALIST SUPERVISOR",139,69775.734939759,65323.3684210526,-4452.3665187064,-0.0681588629968976
"61","ADMIN FOR CHILDREN'S SVCS",2015,"CLERICAL ASSOCIATE",231,36809.7028571429,36246.0625,-563.64035714286,-0.0155503886013235
"62","ADMIN FOR CHILDREN'S SVCS",2015,"COMMUNITY ASSISTANT",68,33307.4666666667,33603.9333333333,296.466666666667,0.00882237991981099
"63","ADMIN FOR CHILDREN'S SVCS",2015,"COMMUNITY ASSOCIATE",58,45213.34375,42606.3333333333,-2607.01041666666,-0.0611883307645968
"64","ADMIN FOR CHILDREN'S SVCS",2015,"COMMUNITY COORDINATOR",237,58128.677852349,57830.4576271186,-298.220225230347,-0.00515680209818193
"65","ADMIN FOR CHILDREN'S SVCS",2015,"COMPUTER AIDE-NON-SPVR",39,45954.375,45996.68,42.3050000000003,0.000919740294299508
"66","ADMIN FOR CHILDREN'S SVCS",2015,"COMPUTER ASSOCIATE",31,63167.5454545455,66503.7647058823,3336.21925133689,0.0501658705502096
"67","ADMIN FOR CHILDREN'S SVCS",2015,"COMPUTER SPECIALIST",22,94772.6666666667,93080.5,-1692.16666666667,-0.0181796043926136
"68","ADMIN FOR CHILDREN'S SVCS",2015,"COMPUTER SYSTEMS MANAGER",30,94761.3333333333,100337.727272727,5576.39393939395,0.0555762432632822
"69","ADMIN FOR CHILDREN'S SVCS",2015,"CONGREG CARE SPEC - ACS",21,52103.2,50814,-1289.2,-0.0253709607588459
"70","ADMIN FOR CHILDREN'S SVCS",2015,"CONGREG CARE SPEC- DJJ",42,44743.6666666667,47583.8571428571,2840.19047619048,0.0596881095129301
"71","ADMIN FOR CHILDREN'S SVCS",2015,"CONSULTANT",24,68119.45,63057.5,-5061.95,-0.0802751457003528
"72","ADMIN FOR CHILDREN'S SVCS",2015,"CUSTODIAN",10,38454.5,36391.625,-2062.875,-0.0566854324312256
"73","ADMIN FOR CHILDREN'S SVCS",2015,"DIRECTOR OF FIELD OPERATIONS",181,95243.7142857143,95139.4117647059,-104.302521008402,-0.00109631244374684
"74","ADMIN FOR CHILDREN'S SVCS",2015,"EXECUTIVE AGENCY COUNSEL",48,106356.551724138,124649.916666667,18293.3649425287,0.146757939609764
"75","ADMIN FOR CHILDREN'S SVCS",2015,"INSTITUTIONAL AIDE",29,34515.5714285714,34505.2777777778,-10.2936507936465,-0.000298321052794882
"76","ADMIN FOR CHILDREN'S SVCS",2015,"JUVENILE COUNSELOR",474,40437.6896551724,40270.4540816327,-167.235573539758,-0.00415281072323527
"77","ADMIN FOR CHILDREN'S SVCS",2015,"MOTOR VEHICLE OPERATOR",20,44021,43828.6111111111,-192.38888888889,-0.00438957302117469
"78","ADMIN FOR CHILDREN'S SVCS",2015,"PARALEGAL AIDE",22,38084.6666666667,36187.8,-1896.86666666666,-0.0524172971738172
"79","ADMIN FOR CHILDREN'S SVCS",2015,"PRINCIPAL ADMINISTRATIVE ASSOCIATE",323,52379.9392712551,52503.5,123.560728744938,0.00235338079832656
"80","ADMIN FOR CHILDREN'S SVCS",2015,"PROCUREMENT ANALYST",14,55179,54613.375,-565.625,-0.0103568951744879
"81","ADMIN FOR CHILDREN'S SVCS",2015,"PROGRAM EVALUATOR",95,70854.1304347826,71511.0833333333,656.95289855072,0.0091867283773129
"82","ADMIN FOR CHILDREN'S SVCS",2015,"PROTECTION AGENT",140,59853.4,60196.7739130435,343.373913043477,0.00570419128339824
"83","ADMIN FOR CHILDREN'S SVCS",2015,"SECRETARY",18,42640.5625,42481,-159.5625,-0.00375609095831077
"84","ADMIN FOR CHILDREN'S SVCS",2015,"SPECIAL OFFICER",85,37607.1739130435,38522.5294117647,915.355498721226,0.0237615627192351
"85","ADMIN FOR CHILDREN'S SVCS",2015,"STAFF ANALYST",35,58289.3043478261,57091.5,-1197.80434782609,-0.0209804322504416
"86","ADMIN FOR CHILDREN'S SVCS",2015,"SUPERVISING SPECIAL OFFICER",17,47093,48516.8,1423.8,0.0293465356330179
"87","ADMIN FOR CHILDREN'S SVCS",2015,"SUPERVISOR I",21,52092.8125,51928,-164.8125,-0.00317386573717455
"88","ADMIN FOR CHILDREN'S SVCS",2015,"SUPERVISOR II",36,61361,61438.75,77.75,0.00126548798600232
"89","ADMIN FOR CHILDREN'S SVCS",2015,"SUPERVISOR III",14,74007.4,69520,-4487.39999999999,-0.0645483314154199
"90","ADMIN FOR CHILDREN'S SVCS",2015,"SUPERVISOR OF CHILD CARE",11,60864.1666666667,60782,-82.1666666666642,-0.00135182565013761
"91","ADMIN FOR CHILDREN'S SVCS",2015,"TELECOMMUNICATIONS ASSOCIATE",12,57566.5,66904.25,9337.75,0.139568861469937
"92","ADMIN FOR CHILDREN'S SVCS",2016,"ACCOUNTANT",13,57575.2,62511.2,4936,0.0789618500364735
"93","ADMIN FOR CHILDREN'S SVCS",2016,"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",21,77636.6428571429,71309.2,-6327.44285714286,-0.0887324897368482
"94","ADMIN FOR CHILDREN'S SVCS",2016,"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",298,96007.218579235,102936.285714286,6929.06713505073,0.0673141359916885
"95","ADMIN FOR CHILDREN'S SVCS",2016,"ADMINISTRATIVE STAFF ANALYST",288,85455.6012658228,87699.7157894737,2244.1145236509,0.0255886179726965
"96","ADMIN FOR CHILDREN'S SVCS",2016,"AGENCY ATTORNEY",276,73986.5300546448,74414.8793103448,428.349255700014,0.00575623127618869
"97","ADMIN FOR CHILDREN'S SVCS",2016,"AGENCY ATTORNEY INTERNE",41,56569.4074074074,57311.625,742.217592592591,0.0129505592031737
"98","ADMIN FOR CHILDREN'S SVCS",2016,"ASSOCIATE JUVENILE COUNSELOR",46,54076.6,56478.5,2401.9,0.0425276875271121
"99","ADMIN FOR CHILDREN'S SVCS",2016,"ASSOCIATE STAFF ANALYST",96,76612.575,76062.125,-550.449999999997,-0.00723684751116271
"100","ADMIN FOR CHILDREN'S SVCS",2016,"ATTORNEY AT LAW",14,85556,84868.6666666667,-687.333333333328,-0.00809878793115632
"101","ADMIN FOR CHILDREN'S SVCS",2016,"CASEWORKER",51,43226.1212121212,44583.5714285714,1357.45021645021,0.030447318887968
"102","ADMIN FOR CHILDREN'S SVCS",2016,"CHILD AND FAMILY SPECIALIST",231,79355.2662721893,78835.1515151515,-520.114757037823,-0.00659749803281422
"103","ADMIN FOR CHILDREN'S SVCS",2016,"CHILD PROTECTIVE SPECIALIST",2194,52363.3468169761,52215.3597359736,-147.987081002531,-0.00283416760414611
"104","ADMIN FOR CHILDREN'S SVCS",2016,"CHILD PROTECTIVE SPECIALIST SUPERVISOR",496,75854.0794117647,74299.3068181818,-1554.77259358289,-0.0209258021395487
"105","ADMIN FOR CHILDREN'S SVCS",2016,"CHILD WELFARE SPECIALIST",205,54935.0796460177,53855.3278688525,-1079.75177716524,-0.0200491171420335
"106","ADMIN FOR CHILDREN'S SVCS",2016,"CHILD WELFARE SPECIALIST SUPERVISOR",119,70959.1052631579,66751.9655172414,-4207.13974591652,-0.0630264549263325
"107","ADMIN FOR CHILDREN'S SVCS",2016,"CLERICAL ASSOCIATE",204,37870.1073825503,38753.6333333333,883.525950782998,0.0227985320288162
"108","ADMIN FOR CHILDREN'S SVCS",2016,"COMMUNITY ASSISTANT",61,34307.7692307692,34115.9285714286,-191.840659340662,-0.00562319911471864
"109","ADMIN FOR CHILDREN'S SVCS",2016,"COMMUNITY ASSOCIATE",51,44357.75,44216.1666666667,-141.583333333336,-0.00320207164046338
"110","ADMIN FOR CHILDREN'S SVCS",2016,"COMMUNITY COORDINATOR",249,59589.7549668874,59327.640625,-262.11434188742,-0.00441808133824502
"111","ADMIN FOR CHILDREN'S SVCS",2016,"COMPUTER AIDE-NON-SPVR",36,45024.2857142857,46738.1818181818,1713.8961038961,0.0366701492703203
"112","ADMIN FOR CHILDREN'S SVCS",2016,"COMPUTER ASSOCIATE",27,66288.2222222222,66478.4666666667,190.244444444441,0.00286174537385701
"113","ADMIN FOR CHILDREN'S SVCS",2016,"COMPUTER SPECIALIST",22,98032.8571428571,90487.9,-7544.95714285715,-0.083380840342821
"114","ADMIN FOR CHILDREN'S SVCS",2016,"COMPUTER SYSTEMS MANAGER",29,91748.5,104726.761904762,12978.2619047619,0.123924980288842
"115","ADMIN FOR CHILDREN'S SVCS",2016,"CONGREG CARE SPEC - ACS",34,50943.5789473684,50967.8,24.221052631583,0.000475222643150833
"116","ADMIN FOR CHILDREN'S SVCS",2016,"CONGREG CARE SPEC- DJJ",33,47200.8235294118,49331.8333333333,2131.00980392157,0.0431974581103123
"117","ADMIN FOR CHILDREN'S SVCS",2016,"CONSULTANT",18,69257.7333333333,69239,-18.7333333333372,-0.000270560425964228
"118","ADMIN FOR CHILDREN'S SVCS",2016,"DIRECTOR OF FIELD OPERATIONS",181,97856.3421052632,98202.0588235294,345.716718266252,0.00352046303721097
"119","ADMIN FOR CHILDREN'S SVCS",2016,"EXECUTIVE AGENCY COUNSEL",44,115411.153846154,130464,15052.8461538462,0.115379308880965
"120","ADMIN FOR CHILDREN'S SVCS",2016,"INSTITUTIONAL AIDE",27,35139.1666666667,35136.6875,-2.47916666666424,-7.05577800031446e-05
"121","ADMIN FOR CHILDREN'S SVCS",2016,"JUVENILE COUNSELOR",315,42649.6769230769,41937.4637681159,-712.213154960977,-0.0169827426593798
"122","ADMIN FOR CHILDREN'S SVCS",2016,"MOTOR VEHICLE OPERATOR",17,45122,45125.8,3.80000000000291,8.42090334133225e-05
"123","ADMIN FOR CHILDREN'S SVCS",2016,"PARALEGAL AIDE",17,40700.8571428571,37561,-3139.85714285714,-0.0835935449763623
"124","ADMIN FOR CHILDREN'S SVCS",2016,"PRINCIPAL ADMINISTRATIVE ASSOCIATE",293,54152.1026785714,54426.46875,274.366071428572,0.00504104120164093
"125","ADMIN FOR CHILDREN'S SVCS",2016,"PROCUREMENT ANALYST",13,56010,52478,-3532,-0.0673043942223408
"126","ADMIN FOR CHILDREN'S SVCS",2016,"PROGRAM EVALUATOR",80,72876.8644067797,74329.25,1452.38559322034,0.0195398930195091
"127","ADMIN FOR CHILDREN'S SVCS",2016,"PROTECTION AGENT",126,61025.2666666667,61939.0373831776,913.770716510902,0.0147527432636381
"128","ADMIN FOR CHILDREN'S SVCS",2016,"SPECIAL OFFICER",99,40770.2222222222,40452.7580645161,-317.46415770609,-0.00784777535316089
"129","ADMIN FOR CHILDREN'S SVCS",2016,"STAFF ANALYST",44,63005.6666666667,61940.8333333333,-1064.83333333333,-0.0171911367030364
"130","ADMIN FOR CHILDREN'S SVCS",2016,"STAFF ANALYST TRAINEE",15,39291,41072.8571428571,1781.85714285714,0.0433828388577789
"131","ADMIN FOR CHILDREN'S SVCS",2016,"SUPERVISING SPECIAL OFFICER",34,49490.8461538462,50835.7647058823,1344.91855203619,0.0264561487334245
"132","ADMIN FOR CHILDREN'S SVCS",2016,"SUPERVISOR I",16,53819.1818181818,53246,-573.181818181816,-0.010764786428686
"133","ADMIN FOR CHILDREN'S SVCS",2016,"SUPERVISOR II",31,62530.0476190476,63813.3333333333,1283.28571428572,0.0201099934332279
"134","ADMIN FOR CHILDREN'S SVCS",2016,"SUPERVISOR III",11,72461,68905.1666666667,-3555.83333333333,-0.0516047417827884
"135","ADMIN FOR CHILDREN'S SVCS",2016,"TELECOMMUNICATIONS ASSOCIATE",10,50943,72065.125,21122.125,0.293097736248983
"136","ADMIN FOR CHILDREN'S SVCS",2017,"ACCOUNTANT",14,59302.4,65250.8,5948.4,0.0911621006945509
"137","ADMIN FOR CHILDREN'S SVCS",2017,"ADM MANAGER-NON-MGRL",60,66867.1794871795,70150.9,3283.72051282051,0.0468093853795249
"138","ADMIN FOR CHILDREN'S SVCS",2017,"ADMIN COMMUNITY RELATIONS SPECIALIST",50,81153.2916666667,83471.7727272727,2318.48106060605,0.0277756298309516
"139","ADMIN FOR CHILDREN'S SVCS",2017,"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",23,82835.2307692308,78766.4285714286,-4068.8021978022,-0.0516565530721308
"140","ADMIN FOR CHILDREN'S SVCS",2017,"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",357,96567.7568807339,101124.891566265,4557.13468553111,0.0450644209842729
"141","ADMIN FOR CHILDREN'S SVCS",2017,"ADMINISTRATIVE STAFF ANALYST",125,97440.5254237288,99577.9,2137.37457627118,0.0214643467704298
"142","ADMIN FOR CHILDREN'S SVCS",2017,"AGENCY ATTORNEY",281,78143.604519774,76667.4285714286,-1476.17594834545,-0.0192542775446048
"143","ADMIN FOR CHILDREN'S SVCS",2017,"AGENCY ATTORNEY INTERNE",59,57850.5277777778,58612.7692307692,762.241452991453,0.0130046995389412
"144","ADMIN FOR CHILDREN'S SVCS",2017,"ASSOCIATE JUVENILE COUNSELOR",45,55825.4444444444,57914.25,2088.80555555555,0.0360672123968722
"145","ADMIN FOR CHILDREN'S SVCS",2017,"ASSOCIATE STAFF ANALYST",80,80802.8,79772.2,-1030.60000000001,-0.0129192876716451
"146","ADMIN FOR CHILDREN'S SVCS",2017,"ATTORNEY AT LAW",14,91961.5714285714,89327,-2634.57142857143,-0.0294935621768495
"147","ADMIN FOR CHILDREN'S SVCS",2017,"CASEWORKER",48,44727.8387096774,46797.6153846154,2069.77667493797,0.0442282509039638
"148","ADMIN FOR CHILDREN'S SVCS",2017,"CHILD AND FAMILY SPECIALIST",263,80128.4278074866,79289.45,-838.977807486634,-0.0105812035206025
"149","ADMIN FOR CHILDREN'S SVCS",2017,"CHILD PROTECTIVE SPECIALIST",2443,53159.7826086957,53004.9877675841,-154.794841111558,-0.00292038254570119
"150","ADMIN FOR CHILDREN'S SVCS",2017,"CHILD PROTECTIVE SPECIALIST SUPERVISOR",554,77321.2084432718,76032.2111111111,-1288.99733216065,-0.0169533058860665
"151","ADMIN FOR CHILDREN'S SVCS",2017,"CHILD WELFARE SPECIALIST",210,55621.9435483871,55426.0847457627,-195.858802624389,-0.00353369363040499
"152","ADMIN FOR CHILDREN'S SVCS",2017,"CHILD WELFARE SPECIALIST SUPERVISOR",128,73392.6046511628,68587.2413793103,-4805.36327185245,-0.0700620578290528
"153","ADMIN FOR CHILDREN'S SVCS",2017,"CITY RESEARCH SCIENTIST",13,87524.1818181818,81423,-6101.18181818182,-0.0749319211792961
"154","ADMIN FOR CHILDREN'S SVCS",2017,"CLERICAL ASSOCIATE",208,38429.0324675325,39286.8387096774,857.80624214495,0.0218344430429738
"155","ADMIN FOR CHILDREN'S SVCS",2017,"COMMUNITY ASSISTANT",58,35540.8888888889,35427.6428571429,-113.246031746035,-0.00319654435387318
"156","ADMIN FOR CHILDREN'S SVCS",2017,"COMMUNITY ASSOCIATE",70,45245.2894736842,46395.2380952381,1149.94862155388,0.0247859191754403
"157","ADMIN FOR CHILDREN'S SVCS",2017,"COMMUNITY COORDINATOR",305,61756.9787234043,61216.3636363636,-540.615087040613,-0.00883121856521836
"158","ADMIN FOR CHILDREN'S SVCS",2017,"COMPUTER AIDE-NON-SPVR",32,43483,48416.5,4933.5,0.101897080540725
"159","ADMIN FOR CHILDREN'S SVCS",2017,"COMPUTER ASSOCIATE",37,67510.3571428571,73496.05,5985.69285714286,0.0814423748914786
"160","ADMIN FOR CHILDREN'S SVCS",2017,"COMPUTER SPECIALIST",35,98995,94304,-4691,-0.0497433831014591
"161","ADMIN FOR CHILDREN'S SVCS",2017,"COMPUTER SYSTEMS MANAGER",38,97436.6363636364,109214.434782609,11777.7984189723,0.107841041730574
"162","ADMIN FOR CHILDREN'S SVCS",2017,"CONGREG CARE SPEC - ACS",91,44678.8163265306,44067.8260869565,-610.990239574094,-0.013864769239319
"163","ADMIN FOR CHILDREN'S SVCS",2017,"CONGREG CARE SPEC- DJJ",25,50451.6923076923,49101.7,-1349.99230769231,-0.0274937997603404
"164","ADMIN FOR CHILDREN'S SVCS",2017,"CONSULTANT",17,71705.1428571429,71340,-365.142857142855,-0.00511834674996993
"165","ADMIN FOR CHILDREN'S SVCS",2017,"DIRECTOR OF FIELD OPERATIONS",197,99449.8984375,100243.548387097,793.649949596773,0.00791721724107414
"166","ADMIN FOR CHILDREN'S SVCS",2017,"EXECUTIVE AGENCY COUNSEL",46,120342.25,136006.583333333,15664.3333333333,0.115173346388257
"167","ADMIN FOR CHILDREN'S SVCS",2017,"INSTITUTIONAL AIDE",26,36000.2,36561.1176470588,560.917647058828,0.0153419174018044
"168","ADMIN FOR CHILDREN'S SVCS",2017,"JUVENILE COUNSELOR",264,43797.7899159664,43613.38,-184.409915966389,-0.00422828764856999
"169","ADMIN FOR CHILDREN'S SVCS",2017,"MOTOR VEHICLE OPERATOR",21,46476,44344.1111111111,-2131.88888888889,-0.0480760316414306
"170","ADMIN FOR CHILDREN'S SVCS",2017,"PARALEGAL AIDE",21,40889.4705882353,40264,-625.470588235294,-0.0155342387302626
"171","ADMIN FOR CHILDREN'S SVCS",2017,"PRINCIPAL ADMINISTRATIVE ASSOCIATE",277,55547.8428571429,55976.1290322581,428.286175115209,0.00765122888130393
"172","ADMIN FOR CHILDREN'S SVCS",2017,"PROCUREMENT ANALYST",12,57498.3333333333,56666.6,-831.733333333337,-0.014677664326664
"173","ADMIN FOR CHILDREN'S SVCS",2017,"PROGRAM EVALUATOR",90,75296.2424242424,75069,-227.242424242431,-0.0030271140449777
"174","ADMIN FOR CHILDREN'S SVCS",2017,"PROTECTION AGENT",150,62353.4210526316,63398.784,1045.36294736842,0.0164886908141396
"175","ADMIN FOR CHILDREN'S SVCS",2017,"SPECIAL OFFICER",84,42280.0869565217,43300.34,1020.25304347826,0.0235622409310934
"176","ADMIN FOR CHILDREN'S SVCS",2017,"STAFF ANALYST",36,67398.15,60321.1538461538,-7076.99615384615,-0.11732196257213
"177","ADMIN FOR CHILDREN'S SVCS",2017,"STAFF ANALYST TRAINEE",17,41120,43374.75,2254.75,0.0519830085475997
"178","ADMIN FOR CHILDREN'S SVCS",2017,"SUPERVISING SPECIAL OFFICER",22,51993,53206.9166666667,1213.91666666666,0.0228150162181295
